Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
"Harbourfront East, Union Station, Toronto Islands",43.6400801,-79.3801495,Oyshi Sushi,43.64234005516476,-79.37585304260914,Sushi Restaurant
"Harbourfront East, Union Station, Toronto Islands",43.6400801,-79.3801495,Harbourfront Wavedecks,43.6389104293985,-79.38485064893273,Scenic Lookout
"Harbourfront East, Union Station, Toronto Islands",43.6400801,-79.3801495,Aroma Espresso Bar,43.64074017304165,-79.37847790115718,Coffee Shop
"Harbourfront East, Union Station, Toronto Islands",43.6400801,-79.3801495,Gonoe Sushi Japanese Restaurant,43.63901430970685,-79.38591360078077,Sushi Restaurant
"Harbourfront East, Union Station, Toronto Islands",43.6400801,-79.3801495,Starbucks,43.639954,-79.382025,Coffee Shop
"Harbourfront East, Union Station, Toronto Islands",43.6400801,-79.3801495,Redpath Stage,43.63876358449261,-79.38331731184844,Music Venue
"Harbourfront East, Union Station, Toronto Islands",43.6400801,-79.3801495,Steam Whistle's Biergarten,43.64066595472727,-79.38585895302366,Restaurant
"Harbourfront East, Union Station, Toronto Islands",43.6400801,-79.3801495,Dollarama,43.641765,-79.379589,Discount Store
"Harbourfront East, Union Station, Toronto Islands",43.6400801,-79.3801495,Sushi Shop,43.643485,-79.38096,Restaurant
"Harbourfront East, Union Station, Toronto Islands",43.6400801,-79.3801495,Radisson Admiral Hotel Toronto-Harbourfront,43.63876484495362,-79.38587089636458,Hotel
"Harbourfront East, Union Station, Toronto Islands",43.6400801,-79.3801495,WestJet Stage,43.63802210524934,-79.38353594515505,Music Venue
"Harbourfront East, Union Station, Toronto Islands",43.6400801,-79.3801495,Queen's Quay Terminal,43.63831769002353,-79.38041263300326,Office
"Harbourfront East, Union Station, Toronto Islands",43.6400801,-79.3801495,Popeyes Louisiana Kitchen,43.639864,-79.381136,Fried Chicken Joint
"Harbourfront East, Union Station, Toronto Islands",43.6400801,-79.3801495,Iron Rose Tea Gallery,43.6400591104487,-79.38315167425998,Tea Room
"Harbourfront East, Union Station, Toronto Islands",43.6400801,-79.3801495,Subway,43.6397080530486,-79.38344130418051,Sandwich Place
"Harbourfront East, Union Station, Toronto Islands",43.6400801,-79.3801495,Buster's Sea Cove,43.642636994917666,-79.38337001427526,Seafood Restaurant
"Harbourfront East, Union Station, Toronto Islands",43.6400801,-79.3801495,Starbucks,43.64099011203675,-79.37626361846924,Coffee Shop
"Harbourfront East, Union Station, Toronto Islands",43.6400801,-79.3801495,Indian Roti House,43.63906038875002,-79.38542224544638,Indian Restaurant
"Harbourfront East, Union Station, Toronto Islands",43.6400801,-79.3801495,Starbucks,43.64309,-79.383071,Coffee Shop
"Harbourfront East, Union Station, Toronto Islands",43.6400801,-79.3801495,Piazza Manna,43.641460067165184,-79.37771914472566,Italian Restaurant
"Harbourfront East, Union Station, Toronto Islands",43.6400801,-79.3801495,Tim Hortons,43.63882773618699,-79.38037276268005,Coffee Shop
"Harbourfront East, Union Station, Toronto Islands",43.6400801,-79.3801495,Uncle Tetsu's Japanese Cheesecake,43.64442750617172,-79.38131123056226,Bakery
"Harbourfront East, Union Station, Toronto Islands",43.6400801,-79.3801495,McCafé,43.644490691919735,-79.38110912246584,Café
"Harbourfront East, Union Station, Toronto Islands",43.6400801,-79.3801495,Winners,43.64206291678669,-79.37900143460836,Department Store
"Harbourfront East, Union Station, Toronto Islands",43.6400801,-79.3801495,RBC Royal Bank,43.6408925738686,-79.37841340899467,Bank
"Harbourfront East, Union Station, Toronto Islands",43.6400801,-79.3801495,Starbucks,43.64265659071355,-79.3833577475679,Coffee Shop
"Harbourfront East, Union Station, Toronto Islands",43.6400801,-79.3801495,Toronto Railway Museum,43.64074506722835,-79.38598104134535,History Museum
"Harbourfront East, Union Station, Toronto Islands",43.6400801,-79.3801495,A&W,43.64136651819956,-79.37794165160912,Fast Food Restaurant
"Harbourfront East, Union Station, Toronto Islands",43.6400801,-79.3801495,Subway,43.64105847366237,-79.37858572023777,Sandwich Place
"Harbourfront East, Union Station, Toronto Islands",43.6400801,-79.3801495,TD Canada Trust,43.64219452552069,-79.38084349036222,Bank
"Harbourfront East, Union Station, Toronto Islands",43.6400801,-79.3801495,SportChek,43.642814842317044,-79.38040776035005,Sporting Goods Shop
"Harbourfront East, Union Station, Toronto Islands",43.6400801,-79.3801495,The Goodman Pub & Kitchen,43.638300916387905,-79.38000753984343,Restaurant
"Harbourfront East, Union Station, Toronto Islands",43.6400801,-79.3801495,Pizza Pizza,43.63969347230513,-79.38179969787598,Pizza Place
"Harbourfront East, Union Station, Toronto Islands",43.6400801,-79.3801495,Rabba Fine Foods,43.63906132458212,-79.38530912453628,Convenience Store
"Harbourfront East, Union Station, Toronto Islands",43.6400801,-79.3801495,Aria Ristorante,43.64329880302282,-79.38103414760897,Italian Restaurant
"Harbourfront East, Union Station, Toronto Islands",43.6400801,-79.3801495,Starbucks,43.6425033268289,-79.37524568288464,Coffee Shop
"Harbourfront East, Union Station, Toronto Islands",43.6400801,-79.3801495,Thai Express,43.64309,-79.383071,Restaurant
"Harbourfront East, Union Station, Toronto Islands",43.6400801,-79.3801495,Szechuan Express,43.64134582504235,-79.37796013792254,Chinese Restaurant
"Harbourfront East, Union Station, Toronto Islands",43.6400801,-79.3801495,Pinnacle Centre Fitness Centre & Pool,43.64308539252521,-79.37718577191337,Gym Pool
"Harbourfront East, Union Station, Toronto Islands",43.6400801,-79.3801495,Starbucks,43.64248403759282,-79.38137332505133,Coffee Shop
"Harbourfront East, Union Station, Toronto Islands",43.6400801,-79.3801495,Miller Tavern,43.64239153286039,-79.37751186704443,Steakhouse
"Harbourfront East, Union Station, Toronto Islands",43.6400801,-79.3801495,WestinWORKOUT Gym,43.64054365805462,-79.37594834079205,Gym
"Harbourfront East, Union Station, Toronto Islands",43.6400801,-79.3801495,Lucky Clover Sports Pub,43.641136939105614,-79.38335124348639,Sports Bar
"Harbourfront East, Union Station, Toronto Islands",43.6400801,-79.3801495,Tim Hortons,43.641340039994496,-79.37799204978754,Coffee Shop
"Harbourfront East, Union Station, Toronto Islands",43.6400801,-79.3801495,The Fox,43.64274569998873,-79.37781591487587,Pub
"Harbourfront East, Union Station, Toronto Islands",43.6400801,-79.3801495,Waterclub Gym & Pool,43.64002310860782,-79.38177707646237,Gym
"Harbourfront East, Union Station, Toronto Islands",43.6400801,-79.3801495,Cocoberry Cafe,43.64071911609628,-79.3789023221464,Café
"Harbourfront East, Union Station, Toronto Islands",43.6400801,-79.3801495,LCBO,43.64259312255055,-79.38078107729677,Liquor Store
"Harbourfront East, Union Station, Toronto Islands",43.6400801,-79.3801495,Starbucks,43.641082,-79.378719,Coffee Shop
"Harbourfront East, Union Station, Toronto Islands",43.6400801,-79.3801495,Tim Hortons,43.641663,-79.377538,Coffee Shop
"Harbourfront East, Union Station, Toronto Islands",43.6400801,-79.3801495,CHAR No5.,43.642834958614266,-79.38400905346897,Whisky Bar
"Harbourfront East, Union Station, Toronto Islands",43.6400801,-79.3801495,Second Cup,43.64294114122368,-79.37763943589252,Coffee Shop
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Canoe,43.647452066183476,-79.38132001815676,Restaurant
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Mos Mos Coffee,43.64815919753501,-79.37874450467258,Café
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Equinox Bay Street,43.64809974034856,-79.37998869411526,Gym
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Pilot Coffee Roasters,43.648835391245896,-79.3809358125033,Coffee Shop
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Brick Street Bakery,43.6488151631615,-79.38060468610949,Bakery
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Adelaide Club Toronto,43.64927944291712,-79.38192123284551,Gym / Fitness Center
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Walrus Pub & Beer Hall,43.64737470920577,-79.37951515363918,Pub
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Maman,43.64830873804684,-79.38225333898805,Café
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,King Taps,43.648475974183,-79.38205778358744,Gastropub
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,The Fairmont Royal York,43.64544914616651,-79.3815076529019,Hotel
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Hockey Hall Of Fame (Hockey Hall of Fame),43.646974451431056,-79.37732323942681,Museum
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,WVRST,43.64496809087762,-79.38137631843854,Beer Bar
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Dineen @CommerceCourt,43.648250543365556,-79.38012728220869,Coffee Shop
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Cactus Club Cafe,43.6495520142626,-79.38167072512041,American Restaurant
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Café Plenty,43.6491179354577,-79.37831288380438,Café
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Olly Fresco's,43.646912231909276,-79.37959661696463,Deli / Bodega
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Hy's Steakhouse,43.649504756476944,-79.38291850488223,Steakhouse
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Kupfert & Kim (First Canadian Place),43.64854659465186,-79.38162406470161,Gluten-free Restaurant
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Petit Four Bakery,43.647743692587085,-79.37958814250598,Sandwich Place
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Design Exchange,43.64797219581623,-79.38010382588462,Art Gallery
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Pilot Coffee Roasters,43.64501814464698,-79.3804150931199,Coffee Shop
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Bymark,43.647217284018005,-79.38125188166379,Restaurant
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,The National Club,43.64934259283233,-79.3805735731846,Wine Bar
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Ki Modern Japanese + Bar,43.647223,-79.3793738,Japanese Restaurant
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Beerbistro,43.64941904378835,-79.37723726034164,Gastropub
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Dineen Coffee,43.650497,-79.378765,Café
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Sam James Coffee Bar (SJCB),43.64788137014028,-79.38433152836829,Café
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Chotto Matte,43.646473,-79.378782,Japanese Restaurant
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Pumpernickel's Deli,43.64883150054619,-79.38197006345457,Deli / Bodega
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Starbucks,43.647261,-79.378599,Coffee Shop
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Starbucks,43.646731,-79.383951,Coffee Shop
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,John & Sons Oyster House,43.65065642537144,-79.38161285228475,Seafood Restaurant
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Union Pearson Express,43.64436200658875,-79.38319927907953,Train Station
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Toronto Athletic Club,43.647359553534905,-79.3811766566002,Gym
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Papyrus,43.64819540954937,-79.3813921854217,Gift Shop
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Bardi's Steak House,43.64622,-79.383074,Restaurant
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,iQ Food Co. (First Canadian Place),43.64835708519922,-79.38219241858727,Salad Place
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,The Keg Steakhouse + Bar - York Street,43.64998659318569,-79.38410336664538,Restaurant
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Indigospirit,43.64834987590252,-79.38034747310336,Bookstore
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,One King West Hotel & Residence,43.6491395,-79.3778763,Hotel
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Starbucks,43.646799,-79.38069,Coffee Shop
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Roy Thomson Hall,43.6465886970634,-79.38597899374354,Concert Hall
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Tim Hortons,43.6468622,-79.3825442,Coffee Shop
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Garrison Bespoke,43.648102,-79.376334,Tailor Shop
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,John & Sons Oyster House,43.65060229830571,-79.38155510682869,Seafood Restaurant
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Pizzeria Libretto,43.64833354686235,-79.38511050184168,Pizza Place
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Cafe Landwer,43.64875349932059,-79.3853673607289,Café
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,The Omni King Edward Hotel,43.64919051601911,-79.37600612640387,Hotel
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Buster's Sea Cove,43.64777410584289,-79.37918080262172,Seafood Restaurant
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Union Chicken,43.64491185903613,-79.38232534702786,Fried Chicken Joint
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Richmond Station,43.65156872562108,-79.37926594000328,American Restaurant
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Cosmopolitan Toronto Centre Hotel & Spa,43.64906432957466,-79.37759759701125,Hotel
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,The Adelaide Hotel Toronto,43.6498312,-79.3801639,Hotel
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Piper's Gastropub,43.645468111144694,-79.38177905581458,Cocktail Bar
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,The Chase,43.650951982093595,-79.37942201983014,New American Restaurant
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Craft Beer Market,43.6498722789121,-79.37839828995996,Beer Bar
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Five Guys,43.6487987190222,-79.3816807899204,Burger Joint
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Balzac's Coffee,43.644372584148364,-79.38306470027423,Coffee Shop
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Library Bar,43.64550019136729,-79.38160166851243,Hotel Bar
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Tim Hortons,43.646255967524645,-79.37957346439356,Coffee Shop
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Biff's Bistro,43.647084825125084,-79.37634231908494,French Restaurant
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Soho House Toronto,43.64873430659662,-79.38654117564838,Speakeasy
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Scotiabank Arena,43.64344617535107,-79.37903988889991,Basketball Stadium
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Berczy Park,43.64804835388851,-79.3751722909452,Park
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Amano Pasta,43.64491852117436,-79.38235777637108,Italian Restaurant
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,The Keg Steakhouse + Bar - Esplanade,43.64671207408793,-79.37476761639118,Restaurant
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Boxcar Social Temperance,43.65055725249405,-79.38195634640063,Bar
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Victoria's Restaurant,43.64929834396347,-79.37643067251867,Restaurant
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,DAVIDsTEA,43.650546552943766,-79.38338493349875,Tea Room
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Rosalinda,43.650252483069295,-79.38515575620075,Vegetarian / Vegan Restaurant
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Tim Hortons,43.646104578197665,-79.38257150352001,Coffee Shop
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,GoodLife Fitness Toronto 137 Yonge Street,43.651242,-79.378068,Gym
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Shangri-La Toronto,43.64912919417502,-79.3865566853963,Hotel
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Dog Fountain,43.64799795147863,-79.37536096948996,Fountain
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Bosk at Shangri-La,43.649022736761516,-79.38582635521233,Asian Restaurant
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,The Gabardine,43.65098801064232,-79.38122513218154,American Restaurant
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Bulldog On The Block,43.65065218852629,-79.38414092873634,Coffee Shop
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Ruby Thai (First Canadian Place),43.64909140219368,-79.38159990145141,Thai Restaurant
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,TELUS,43.64331243103257,-79.38099939294844,IT Services
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Le Germain Hotel,43.64312502979691,-79.38091770864038,Hotel
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,iQ Food Co,43.64748168603231,-79.37910417362639,Fast Food Restaurant
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Starbucks,43.650159,-79.377793,Coffee Shop
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,M Square Coffee Co,43.65121797253777,-79.38355459932247,Coffee Shop
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Assembly Chef's Hall,43.650578865093934,-79.3834119303614,Food Court
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Lobby Lounge at the Shangri-La Toronto,43.64915499986854,-79.38654574367817,Lounge
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,McEwan Foods,43.64716011126396,-79.38104402548048,Deli / Bodega
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Air Canada Club,43.643224100030416,-79.37915938219528,Lounge
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Jump,43.64814738516352,-79.37875242540652,American Restaurant
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Starbucks,43.646890531355616,-79.38187054975934,Coffee Shop
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Brookfield Place,43.646790641203026,-79.37876938530562,Shopping Mall
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Pi Co.,43.648651,-79.385874,Pizza Place
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Estiatorio Volos,43.65032912559998,-79.38453301297716,Greek Restaurant
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Prairie Girl Bakery,43.64833236397115,-79.38230492443054,Cupcake Shop
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Soup Nutsy,43.647857591711336,-79.38053285911379,Soup Place
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Leña,43.651722,-79.379205,Latin American Restaurant
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Sweet Lulu,43.65055650489936,-79.38117543224395,Asian Restaurant
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Starbucks,43.64621307149554,-79.37908847368506,Coffee Shop
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Irish Embassy,43.647918499361516,-79.37727345157903,Irish Pub
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,Mercatto,43.6502431921682,-79.38081989149896,Italian Restaurant
"Toronto Dominion Centre, Design Exchange",43.647559,-79.38074322145646,John Allans,43.651446635211904,-79.38135389611388,Salon / Barbershop
"Commerce Court, Victoria Hotel",43.65878215,-79.37614684049788,Page One Cafe,43.65777161112601,-79.3760725691681,Café
"Commerce Court, Victoria Hotel",43.65878215,-79.37614684049788,The Grand Hotel & Suites Toronto,43.65644901207743,-79.3741100180102,Hotel
"Commerce Court, Victoria Hotel",43.65878215,-79.37614684049788,Burrito Boyz,43.656265264409015,-79.37834318376771,Burrito Place
"Commerce Court, Victoria Hotel",43.65878215,-79.37614684049788,Kinka Izakaya Original,43.66059636632361,-79.37889120754515,Japanese Restaurant
"Commerce Court, Victoria Hotel",43.65878215,-79.37614684049788,Hokkaido Ramen Santouka らーめん山頭火,43.65643520293576,-79.37758637997793,Ramen Restaurant
"Commerce Court, Victoria Hotel",43.65878215,-79.37614684049788,Oakham Café,43.658077944767534,-79.37831497990125,Café
"Commerce Court, Victoria Hotel",43.65878215,-79.37614684049788,Kinton Ramen,43.660631695006714,-79.37887964897601,Ramen Restaurant
"Commerce Court, Victoria Hotel",43.65878215,-79.37614684049788,Blaze Pizza,43.656518,-79.380015,Pizza Place
"Commerce Court, Victoria Hotel",43.65878215,-79.37614684049788,Allan Gardens,43.661891653452926,-79.37412858009338,Botanical Garden
"Commerce Court, Victoria Hotel",43.65878215,-79.37614684049788,Allan Gardens Conservatory,43.661915451854576,-79.3746870789171,Garden
"Commerce Court, Victoria Hotel",43.65878215,-79.37614684049788,Citrus Restaurant & Lounge @ The Grand Hotel,43.65627304573888,-79.37422062269164,Lounge
"Commerce Court, Victoria Hotel",43.65878215,-79.37614684049788,Kabul Express,43.65669146835466,-79.37664313658586,Middle Eastern Restaurant
"Commerce Court, Victoria Hotel",43.65878215,-79.37614684049788,Banh Mi Boys,43.659292,-79.381949,Sandwich Place
"Commerce Court, Victoria Hotel",43.65878215,-79.37614684049788,Maple Leaf Gardens,43.661893748737334,-79.37960504532634,Historic Site
"Commerce Court, Victoria Hotel",43.65878215,-79.37614684049788,Ryerson Athletics Centre,43.65843443942876,-79.37929610991361,College Rec Center
"Commerce Court, Victoria Hotel",43.65878215,-79.37614684049788,Balzac's Coffee,43.65785440672277,-79.37919981155157,Coffee Shop
"Commerce Court, Victoria Hotel",43.65878215,-79.37614684049788,UNIQLO ユニクロ,43.65591027779457,-79.38064099181345,Clothing Store
"Commerce Court, Victoria Hotel",43.65878215,-79.37614684049788,Lake Devo,43.6569936860937,-79.37689788366988,Lake
"Commerce Court, Victoria Hotel",43.65878215,-79.37614684049788,Five Guys,43.657116518476315,-79.38085267976494,Burger Joint
"Commerce Court, Victoria Hotel",43.65878215,-79.37614684049788,Ryerson Image Centre,43.65752337161094,-79.37945958709186,Art Gallery
"Commerce Court, Victoria Hotel",43.65878215,-79.37614684049788,Silver Snail Comics,43.65703137958407,-79.38140310220501,Comic Shop
"Commerce Court, Victoria Hotel",43.65878215,-79.37614684049788,Golden Diner,43.66234167901005,-79.37743376144903,Diner
"Commerce Court, Victoria Hotel",43.65878215,-79.37614684049788,Yonge-Dundas Square,43.65605389742188,-79.38049504264389,Plaza
"Commerce Court, Victoria Hotel",43.65878215,-79.37614684049788,Smoke's Poutinerie,43.65737935238092,-79.37345459540276,Poutine Place
"Commerce Court, Victoria Hotel",43.65878215,-79.37614684049788,Jazz Bistro,43.65567828473835,-79.37927565514764,Music Venue
"Commerce Court, Victoria Hotel",43.65878215,-79.37614684049788,Tokyo Smoke,43.65723,-79.38087,Coffee Shop
"Commerce Court, Victoria Hotel",43.65878215,-79.37614684049788,The Black Canary Espresso Bar,43.65702925121356,-79.38138512728051,Café
"Commerce Court, Victoria Hotel",43.65878215,-79.37614684049788,Ethiopiques,43.65651274304155,-79.377077748846,Ethiopian Restaurant
"Commerce Court, Victoria Hotel",43.65878215,-79.37614684049788,Katsuya,43.65986035759321,-79.37878806223506,Japanese Restaurant
"Commerce Court, Victoria Hotel",43.65878215,-79.37614684049788,Ryerson Square,43.656988428886045,-79.37689617296417,Other Great Outdoors
"Commerce Court, Victoria Hotel",43.65878215,-79.37614684049788,The Senator Restaurant,43.65564091455335,-79.37919882575557,Diner
"Commerce Court, Victoria Hotel",43.65878215,-79.37614684049788,Chipotle Mexican Grill,43.65686,-79.38091,Mexican Restaurant
"Commerce Court, Victoria Hotel",43.65878215,-79.37614684049788,Barberian's Steak House,43.65775512925926,-79.38217741375935,Steakhouse
"Commerce Court, Victoria Hotel",43.65878215,-79.37614684049788,Cineplex Cinemas,43.65612555948613,-79.38039005666784,Movie Theater
"Commerce Court, Victoria Hotel",43.65878215,-79.37614684049788,Salad King,43.65760101432665,-79.38161963017174,Thai Restaurant
"Commerce Court, Victoria Hotel",43.65878215,-79.37614684049788,Shisha&Co,43.6567479206269,-79.37433722726891,Smoke Shop
"Commerce Court, Victoria Hotel",43.65878215,-79.37614684049788,306 Yonge Street - Jordan Store,43.65649471160899,-79.38101531134684,Sporting Goods Shop
"Commerce Court, Victoria Hotel",43.65878215,-79.37614684049788,Ali Baba's - Yonge north of Dundas,43.6578670583589,-79.3811759912352,Middle Eastern Restaurant
"Commerce Court, Victoria Hotel",43.65878215,-79.37614684049788,Good Earth Coffeehouse,43.65685033174256,-79.37471866607666,Coffee Shop
"Commerce Court, Victoria Hotel",43.65878215,-79.37614684049788,Ali Basha Cafè,43.6566897,-79.3754589,Hookah Bar
"Commerce Court, Victoria Hotel",43.65878215,-79.37614684049788,Pita Land,43.66025329859701,-79.37710715521973,Falafel Restaurant
"Commerce Court, Victoria Hotel",43.65878215,-79.37614684049788,The Saint James Hotel,43.659398011456965,-79.38093249633705,Hotel
"Commerce Court, Victoria Hotel",43.65878215,-79.37614684049788,Oasis Aqua Lounge,43.66197612790881,-79.377681165469,Lounge
"Commerce Court, Victoria Hotel",43.65878215,-79.37614684049788,Jack Astor's Bar & Grill,43.65601939992059,-79.38032551379719,Restaurant
"Commerce Court, Victoria Hotel",43.65878215,-79.37614684049788,LCBO,43.66203855690188,-79.37949019078559,Liquor Store
"Commerce Court, Victoria Hotel",43.65878215,-79.37614684049788,King's Place647-352-0786,43.658278219451866,-79.37092509166455,Pakistani Restaurant
"Commerce Court, Victoria Hotel",43.65878215,-79.37614684049788,Starbucks,43.659509,-79.382132,Coffee Shop
"Commerce Court, Victoria Hotel",43.65878215,-79.37614684049788,Joe Fresh,43.661956,-79.38016,Clothing Store
"Commerce Court, Victoria Hotel",43.65878215,-79.37614684049788,Starbucks,43.65907956058055,-79.38056191501433,Coffee Shop
"Commerce Court, Victoria Hotel",43.65878215,-79.37614684049788,Spa Excess,43.66225560735585,-79.37733708431908,Spa
"Commerce Court, Victoria Hotel",43.65878215,-79.37614684049788,Reds Midtown Tavern,43.659128249470015,-79.38226565563255,Wine Bar
"Commerce Court, Victoria Hotel",43.65878215,-79.37614684049788,Tim Hortons,43.65690736298195,-79.3773287381231,Coffee Shop
"Commerce Court, Victoria Hotel",43.65878215,-79.37614684049788,Coco Fresh Tea & Juice,43.65865989038909,-79.38204032226336,Bubble Tea Shop
"Commerce Court, Victoria Hotel",43.65878215,-79.37614684049788,It's All Grk,43.65678120012301,-79.37682835542365,Greek Restaurant
"Commerce Court, Victoria Hotel",43.65878215,-79.37614684049788,Harvey's,43.660483751379054,-79.37619110160665,Restaurant
"Commerce Court, Victoria Hotel",43.65878215,-79.37614684049788,The Ram in the Rye,43.65794559312108,-79.37783573199916,Bar
